Zipcode,Abandoned#,Longitude,Latitude,AvgSalary,house_zipcode
7103,5,-74.19930945,40.7296488,41792,7108
7103,5,-74.20939148,40.73969166,41792,7103
7103,5,-74.19593047,40.74244495,41792,7103
7103,5,-74.20693756,40.73978549,41792,7103
7103,5,-74.20580141,40.73886149,41792,7103
7103,5,-74.19582093,40.74070171,41792,7103
7103,5,-74.20548156,40.73871673,41792,7111
7103,5,-74.20538418,40.7389702,41792,7103
7103,5,-74.20535615,40.73904257,41792,7103
7103,5,-74.21293272,40.73044849,41792,7103
7103,5,-74.20304496,40.73458304,41792,7103
7103,5,-74.19460477,40.74299759,41792,7103
7104,4,-74.16201979,40.77017932,43463,7104
7104,4,-74.17425076,40.73292212,43463,7102
7104,4,-74.16210474,40.77020464,43463,7104
7104,4,-74.20115413,40.73982873,43463,7103
7104,4,-74.19449452,40.71724267,43463,7108
7104,4,-74.20805038,40.74078395,43463,7103
7104,4,-74.1756336,40.75660119,43463,7104
7104,4,-74.17558361,40.75669662,43463,7104
7104,4,-74.17436316,40.76292854,43463,7104
7104,4,-74.16820692,40.76195308,43463,7104
7104,4,-74.16924105,40.76302675,43463,7104
7104,4,-74.16629237,40.77150841,43463,7104
7107,17,-74.19768332,40.74582949,44589,7107
7107,17,-74.19800437,40.74518027,44589,7107
7107,17,-74.19742913,40.7463435,44589,7107
7107,17,-74.19690559,40.75068396,44589,7107
7107,17,-74.20117776,40.7420395,44589,7103
7107,17,-74.20136778,40.74165367,44589,7103
7107,17,-74.19739742,40.74640789,44589,7107
7107,17,-74.19980975,40.74480796,44589,7103
7107,17,-74.19825545,40.74592342,44589,7107
7107,17,-74.19933784,40.74650834,44589,7107
7107,17,-74.19876071,40.74589253,44589,7107
7107,17,-74.19620587,40.75287624,44589,7107
7107,17,-74.19610473,40.75307988,44589,7107
7107,17,-74.19726201,40.75199444,44589,7107
7107,17,-74.1967159,40.75309906,44589,7107
7107,17,-74.19868632,40.75211543,44589,7107
7107,17,-74.19847226,40.75235387,44589,7107
7107,17,-74.19894843,40.75263822,44589,7107
7107,17,-74.1983125,40.75064719,44589,7107
7107,17,-74.19701018,40.74844132,44589,7107
7107,17,-74.19717378,40.75013778,44589,7107
7107,17,-74.19693716,40.75061969,44589,7107
7107,17,-74.196874,40.75074824,44589,7107
7107,17,-74.19640726,40.74966152,44589,7107
7107,17,-74.19505728,40.74911408,44589,7107
7107,17,-74.19233078,40.74895143,44589,7107
7107,17,-74.19224911,40.74907342,44589,7107
7107,17,-74.1922026,40.7485411,44589,7107
7107,17,-74.19004681,40.74794968,44589,7107
7107,17,-74.19621503,40.74677065,44589,7107
7107,17,-74.19634673,40.75181745,44589,7107
7107,17,-74.19850944,40.74540965,44589,7107
7107,17,-74.19587213,40.75277303,44589,7107
7107,17,-74.18852297,40.74867325,44589,07107; 07103
7107,17,-74.19900697,40.74643409,44589,7107
7107,17,-74.19929569,40.74663031,44589,7107
7107,17,-74.19851127,40.74743639,44589,7107
7107,17,-74.19723955,40.74875355,44589,7107
7107,17,-74.19733482,40.74856144,44589,7107
7107,17,-74.177212,40.7606845,44589,7104
7107,17,-74.19035171,40.76298337,44589,7107
7107,17,-74.19148737,40.76182078,44589,7107
7107,17,-74.18699799,40.75814555,44589,7107
7107,17,-74.19473998,40.75910628,44589,7107
7107,17,-74.19552548,40.75720289,44589,7107
7107,17,-74.18801058,40.75620277,44589,7107
7107,17,-74.18656652,40.75435193,44589,7107
7107,17,-74.19610493,40.75429591,44589,7107
7107,17,-74.19304623,40.75392784,44589,7112
7107,17,-74.1921682,40.75161914,44589,7107
7107,17,-74.19212721,40.75168001,44589,7107
7107,17,-74.19165959,40.75147057,44589,7107
7107,17,-74.19161831,40.75153073,44589,7107
7107,17,-74.19188266,40.74962203,44589,7107
7107,17,-74.19655337,40.74811713,44589,7107
7107,17,-74.19718846,40.74808125,44589,7107
11233,1,-74.2030995,40.72579903,45327,7108
7017,0,-74.15933884,40.77541945,49767,7104
7017,0,-74.20615425,40.72931191,49767,7103
7112,66,-74.20659872,40.71626103,49988,7112
7112,66,-74.20592252,40.70823784,49988,7112
7112,66,-74.20651902,40.70767517,49988,7112
7112,66,-74.20714515,40.70744858,49988,7112
7112,66,-74.20559389,40.70892247,49988,7112
7112,66,-74.20580964,40.70901943,49988,7112
7112,66,-74.20578636,40.71053984,49988,7112
7112,66,-74.20583673,40.71017395,49988,7112
7112,66,-74.20567806,40.7101057,49988,7112
7112,66,-74.20493847,40.7097758,49988,7112
7112,66,-74.20670699,40.70890991,49988,7112
7112,66,-74.20885523,40.70816918,49988,7112
7112,66,-74.20994212,40.70828148,49988,7112
7112,66,-74.21005197,40.70833931,49988,7112
7112,66,-74.2091733,40.70887076,49988,7112
7112,66,-74.20559934,40.7100741,49988,7112
7112,66,-74.20462803,40.70963636,49988,7112
7112,66,-74.20231446,40.71026511,49988,7112
7112,66,-74.20971714,40.70911497,49988,7112
7112,66,-74.21158055,40.71443463,49988,7112
7112,66,-74.21276972,40.71465448,49988,7112
7112,66,-74.21243257,40.7159494,49988,7112
7112,66,-74.21284867,40.71393211,49988,7112
7112,66,-74.2128377,40.713201,49988,7112
7112,66,-74.21221966,40.71385,49988,7112
7112,66,-74.21256614,40.71233217,49988,7112
7112,66,-74.21492979,40.71126267,49988,7112
7112,66,-74.20804397,40.71441698,49988,7112
7112,66,-74.21484724,40.71120989,49988,7112
7112,66,-74.2151897,40.71140121,49988,7112
7112,66,-74.21422178,40.71308229,49988,7112
7112,66,-74.21412639,40.7131823,49988,7112
7112,66,-74.20297588,40.71024102,49988,7112
7112,66,-74.20266594,40.71009992,49988,7112
7112,66,-74.20447211,40.71007579,49988,7112
7112,66,-74.20843226,40.70885767,49988,7112
7112,66,-74.21103633,40.70883987,49988,7112
7112,66,-74.21092103,40.70914263,49988,7112
7112,66,-74.21056586,40.70795607,49988,7112
7112,66,-74.21177011,40.70816903,49988,7112
7112,66,-74.21152975,40.70850333,49988,7112
7112,66,-74.21376536,40.70883081,49988,7112
7112,66,-74.2163528,40.70691372,49988,7112
7112,66,-74.21749107,40.70661258,49988,7112
7112,66,-74.21829191,40.708379,49988,7040
7112,66,-74.21095637,40.70782543,49988,7112
7112,66,-74.2183497,40.70954167,49988,7112
7112,66,-74.21971824,40.70731406,49988,7112
7112,66,-74.21998964,40.70743019,49988,7112
7112,66,-74.22389396,40.70801987,49988,7112
7112,66,-74.21841132,40.71136353,49988,7112
7112,66,-74.22208763,40.70831778,49988,7112
7112,66,-74.22439603,40.71145707,49988,7112
7112,66,-74.225734,40.71077485,49988,7112
7112,66,-74.21864457,40.70969557,49988,7112
7112,66,-74.2111222,40.70737451,49988,7112
7112,66,-74.21187467,40.70735626,49988,7112
7112,66,-74.21101299,40.70731639,49988,7112
7112,66,-74.20802485,40.70918134,49988,7112
7112,66,-74.2090051,40.709622,49988,7112
7112,66,-74.20806135,40.70951458,49988,7112
7112,66,-74.20742473,40.70973823,49988,7112
7112,66,-74.21029538,40.71134919,49988,7112
7112,66,-74.21052691,40.71145343,49988,7112
7112,66,-74.20851549,40.71022806,49988,7112
7112,66,-74.20756895,40.71012048,49988,7112
7112,66,-74.20895102,40.71042441,49988,7112
7112,66,-74.2079706,40.71164322,49988,7112
7112,66,-74.20851452,40.71188897,49988,7112
7112,66,-74.20830082,40.71179243,49988,7112
7112,66,-74.20606434,40.71107816,49988,7112
7112,66,-74.20836484,40.70583602,49988,7112
7112,66,-74.20912708,40.70536006,49988,7112
7112,66,-74.21023729,40.70321228,49988,7112
7112,66,-74.21075973,40.70354143,49988,7112
7112,66,-74.21059208,40.71569876,49988,7112
7112,66,-74.20948594,40.71712192,49988,7112
7112,66,-74.21448758,40.71101932,49988,7112
7112,66,-74.20833642,40.71672143,49988,7112
7112,66,-74.21551492,40.71965779,49988,7112
7112,66,-74.2145615,40.71931418,49988,7112
7112,66,-74.21473239,40.71935086,49988,7112
7112,66,-74.21882035,40.71503166,49988,7112
7112,66,-74.21769467,40.7156351,49988,7112
7112,66,-74.21996435,40.71383193,49988,7112
7112,66,-74.21991756,40.71389096,49988,7112
7112,66,-74.21809326,40.71408479,49988,7112
7112,66,-74.21844301,40.71424281,49988,7112
7112,66,-74.21833607,40.7138618,49988,7112
7112,66,-74.21762711,40.71460528,49988,7112
7112,66,-74.21754736,40.71468911,49988,7112
7112,66,-74.21746762,40.71477294,49988,7112
7112,66,-74.21529307,40.71752393,49988,7112
7112,66,-74.20800509,40.71408044,49988,7112
7112,66,-74.21415352,40.71752116,49988,7112
7112,66,-74.21863867,40.71274969,49988,7112
7112,66,-74.21878923,40.71282738,49988,7112
7112,66,-74.20943083,40.71719286,49988,7112
7112,66,-74.21692856,40.71435179,49988,7112
7112,66,-74.2159651,40.71434198,49988,7112
7112,66,-74.21592786,40.71928111,49988,7112
7112,66,-74.21629357,40.71458987,49988,7112
7112,66,-74.21579811,40.71946199,49988,7112
7112,66,-74.21984217,40.71465838,49988,7112
7112,66,-74.20641101,40.7161771,49988,7112
7112,66,-74.20575863,40.71588348,49988,7112
7112,66,-74.20538033,40.71624161,49988,7112
7112,66,-74.20432278,40.71592517,49988,7112
7112,66,-74.20538553,40.71372029,49988,7112
7112,66,-74.20548969,40.71228845,49988,7112
7112,66,-74.20558484,40.71217177,49988,7112
7112,66,-74.20447003,40.7136024,49988,7112
7112,66,-74.21876941,40.72053443,49988,7111
7112,66,-74.21784604,40.72078854,49988,7112
7112,66,-74.21767824,40.72070694,49988,7112
7112,66,-74.21769511,40.72130304,49988,7112
7112,66,-74.21676028,40.72081824,49988,7112
7112,66,-74.21558323,40.72027834,49988,7112
7112,66,-74.21634386,40.72064718,49988,7112
7112,66,-74.21666281,40.71968538,49988,7112
7112,66,-74.21871298,40.71747552,49988,7112
7112,66,-74.22069993,40.7137505,49988,7205
7112,66,-74.22028102,40.7142082,49988,7205
7112,66,-74.22060407,40.71370386,49988,7205
7112,66,-74.22027122,40.71468714,49988,7112
7112,66,-74.21641772,40.7182444,49988,7112
7112,66,-74.21586124,40.71445341,49988,7112
7112,66,-74.21713924,40.71312943,49988,7112
7112,66,-74.21646951,40.71522213,49988,7112
7112,66,-74.21380565,40.71477476,49988,7112
7112,66,-74.213202,40.71557194,49988,7112
7112,66,-74.20879784,40.71964849,49988,7108
7112,66,-74.20808355,40.71933894,49988,7108
7112,66,-74.20678297,40.7191509,49988,7108
7112,66,-74.19061391,40.71664851,49988,7114
7112,66,-74.20762625,40.71311283,49988,7112
7112,66,-74.20732776,40.71218212,49988,7112
7112,66,-74.20819887,40.71289452,49988,7112
7112,66,-74.21005941,40.71369625,49988,7112
7112,66,-74.2105031,40.71395518,49988,7112
7112,66,-74.21034896,40.71467392,49988,7112
7112,66,-74.21052615,40.71444618,49988,7112
7112,66,-74.20939405,40.71535998,49988,7112
7112,66,-74.20944957,40.71528884,49988,7112
7112,66,-74.2143328,40.71404171,49988,7112
7112,66,-74.2162789,40.71429549,49988,7112
7112,66,-74.21463428,40.71705046,49988,7112
7112,66,-74.2166094,40.71298485,49988,7112
7112,66,-74.21504813,40.71572098,49988,7112
7112,66,-74.21555306,40.71363262,49988,7112
7112,66,-74.21675728,40.71235896,49988,7112
7112,66,-74.21692526,40.71265121,49988,7112
7112,66,-74.21629267,40.71331995,49988,7112
7112,66,-74.21496502,40.71425623,49988,7112
7112,66,-74.21408115,40.71401634,49988,7112
7112,66,-74.21479946,40.71443319,49988,7112
29601,0,-74.16937214,40.73627391,50723,7102
7018,1,-74.21706405,40.71029935,51109,7112
7018,1,-74.20162279,40.73594112,51109,7111
7111,3,-74.20165409,40.74185463,51900,7103
7111,3,-74.19677546,40.74766792,51900,7107
7111,3,-74.22697986,40.74130624,51900,7106
7105,2,-74.16546446,40.72598284,52485,7105
7105,2,-74.17268741,40.72298117,52485,7105
7105,2,-74.1736054,40.72025125,52485,7114
7105,2,-74.18951834,40.71780061,52485,7114
7105,2,-74.1969627,40.74853728,52485,7107
7105,2,-74.14171285,40.73012227,52485,7105
7105,2,-74.14020913,40.73010516,52485,7105
7105,2,-74.13840011,40.73084081,52485,7105
7105,2,-74.13398763,40.73595913,52485,7105
7105,2,-74.177085,40.71900609,52485,7114
7105,2,-74.13348418,40.73132911,52485,7105
7105,2,-74.15002306,40.73008323,52485,7105
7105,2,-74.13365944,40.73199821,52485,7105
7105,2,-74.1567141,40.7316453,52485,7105
7105,2,-74.16769327,40.72939449,52485,7105
7105,2,-74.15241833,40.73010593,52485,7105
7105,2,-74.14927137,40.72991918,52485,7105
7105,2,-74.14742364,40.73212784,52485,7105
8701,1,-74.20970309,40.72611806,56240,7108
8701,1,-74.19871734,40.72880677,56240,7108
8701,1,-74.17018296,40.73645129,56240,7102
8901,1,-74.19330636,40.73791778,57250,7103
8901,1,-74.18066194,40.72540735,57250,7114
8901,1,-74.2059518,40.74003651,57250,7103
7502,0,-74.1779494,40.75807716,58311,7104
7106,98,-74.22912522,40.73864929,58633,7106
7106,98,-74.21008483,40.74462511,58633,7103
7106,98,-74.21829326,40.74674109,58633,7106
7106,98,-74.21721562,40.74687257,58633,7106
7106,98,-74.21691758,40.74737707,58633,7106
7106,98,-74.21687453,40.7474499,58633,7106
7106,98,-74.21683147,40.74752272,58633,7106
7106,98,-74.21655408,40.74799177,58633,7106
7106,98,-74.21678381,40.7476028,58633,7106
7106,98,-74.21716491,40.74696017,58633,7106
7106,98,-74.21794563,40.74632378,58633,7106
7106,98,-74.21761235,40.74613276,58633,7106
7106,98,-74.21691027,40.74800139,58633,7106
7106,98,-74.21682701,40.74797119,58633,7106
7106,98,-74.21783827,40.74582023,58633,7106
7106,98,-74.21817489,40.74593578,58633,7106
7106,98,-74.21893526,40.74564997,58633,7106
7106,98,-74.21935504,40.74560958,58633,7106
7106,98,-74.21898348,40.74556828,58633,7106
7106,98,-74.21902963,40.74549041,58633,7106
7106,98,-74.21980212,40.74599995,58633,7106
7106,98,-74.22010156,40.74623018,58633,7106
7106,98,-74.22030922,40.74588124,58633,7106
7106,98,-74.22083785,40.74634236,58633,7106
7106,98,-74.22047761,40.74662952,58633,7106
7106,98,-74.22834508,40.74790682,58633,7106
7106,98,-74.22845926,40.74769073,58633,7106
7106,98,-74.21770567,40.74773387,58633,7106
7106,98,-74.2283062,40.74798043,58633,7106
7106,98,-74.21892427,40.74745662,58633,7106
7106,98,-74.21728899,40.74861195,58633,7106
7106,98,-74.22860443,40.7449378,58633,7106
7106,98,-74.22968258,40.74205122,58633,7106
7106,98,-74.22979683,40.74173766,58633,7106
7106,98,-74.2264879,40.74067363,58633,7106
7106,98,-74.23112963,40.73739044,58633,7106
