Zipcode,Abandoned#,Longitude,Latitude,AvgSalary,house_zipcode
7106,98,-74.23056972,40.73649955,58633,7106
7106,98,-74.23183836,40.73616256,58633,7106
7106,98,-74.23424832,40.73862177,58633,7106
7106,98,-74.23407265,40.7396162,58633,7106
7106,98,-74.23279081,40.73987657,58633,7106
7106,98,-74.23179757,40.74009631,58633,7106
7106,98,-74.23201498,40.74299653,58633,7106
7106,98,-74.22900327,40.73995346,58633,7106
7106,98,-74.23237819,40.74294661,58633,7106
7106,98,-74.23272362,40.74167891,58633,7106
7106,98,-74.23006749,40.73873383,58633,7106
7106,98,-74.23268698,40.74174182,58633,7106
7106,98,-74.22993971,40.73866913,58633,7106
7106,98,-74.22970066,40.74058836,58633,7106
7106,98,-74.22944225,40.74028138,58633,7106
7106,98,-74.23055458,40.74326643,58633,7106
7106,98,-74.24506891,40.73592792,58633,7106
7106,98,-74.24247887,40.73871152,58633,7106
7106,98,-74.21591261,40.74805523,58633,7106
7106,98,-74.2161049,40.74875136,58633,7106
7106,98,-74.21945895,40.74823596,58633,7106
7106,98,-74.2270343,40.75018763,58633,7106
7106,98,-74.22877416,40.74892528,58633,7106
7106,98,-74.22936296,40.74781534,58633,7106
7106,98,-74.23846248,40.73849059,58633,7106
7106,98,-74.23736283,40.73749582,58633,7106
7106,98,-74.23613257,40.73805254,58633,7106
7106,98,-74.23640499,40.73891207,58633,7106
7106,98,-74.23605221,40.7393122,58633,7106
7106,98,-74.23282517,40.74328398,58633,7106
7106,98,-74.23299146,40.74414265,58633,7106
7106,98,-74.23276071,40.74417404,58633,7106
7106,98,-74.23359989,40.74372281,58633,7106
7106,98,-74.23157765,40.74393282,58633,7106
7106,98,-74.2318607,40.74434624,58633,7106
7106,98,-74.23180696,40.74449621,58633,7106
7106,98,-74.23151547,40.74406534,58633,7106
7106,98,-74.23122922,40.74471808,58633,7106
7106,98,-74.23026503,40.7449667,58633,7106
7106,98,-74.23021152,40.74560862,58633,7106
7106,98,-74.23073514,40.74453177,58633,7106
7106,98,-74.23062104,40.74504391,58633,7106
7106,98,-74.23061389,40.74513089,58633,7106
7106,98,-74.22930755,40.74566139,58633,7106
7106,98,-74.22927781,40.74579535,58633,7106
7106,98,-74.22936354,40.74541654,58633,7106
7106,98,-74.22964901,40.74585502,58633,7106
7106,98,-74.22977709,40.74492429,58633,7106
7106,98,-74.22966147,40.74571736,58633,7106
7106,98,-74.23852817,40.73833625,58633,7106
7106,98,-74.23869588,40.73794381,58633,7106
7106,98,-74.23875343,40.73875907,58633,7106
7106,98,-74.2395826,40.735033,58633,7106
7106,98,-74.22869952,40.75005023,58633,7106
7106,98,-74.22813527,40.75034279,58633,7106
7106,98,-74.22808662,40.75113126,58633,7018
7106,98,-74.2298509,40.74797898,58633,7106
7106,98,-74.2294788,40.74866872,58633,7106
7106,98,-74.23016078,40.74917665,58633,7106
7106,98,-74.23071829,40.74816383,58633,7106
7106,98,-74.23075313,40.74810053,58633,7106
7106,98,-74.22962664,40.75014835,58633,7106
7106,98,-74.23175173,40.74806339,58633,7106
7106,98,-74.2298613,40.75079258,58633,7106
7106,98,-74.2299813,40.7505762,58633,7106
7106,98,-74.22976858,40.74501945,58633,7106
7106,98,-74.23173655,40.75088199,58633,7106
7106,98,-74.23229063,40.74998453,58633,7106
7106,98,-74.23254634,40.7486238,58633,7106
7106,98,-74.2326341,40.7486367,58633,7106
7106,98,-74.23442273,40.74830352,58633,7106
7106,98,-74.23349655,40.74840988,58633,7106
7106,98,-74.23618298,40.74517769,58633,7106
7106,98,-74.23464756,40.74336588,58633,7106
7106,98,-74.23900379,40.74214904,58633,7106
7106,98,-74.24033991,40.73679592,58633,7106
7106,98,-74.24018878,40.73504627,58633,7106
7106,98,-74.24254317,40.73141427,58633,7106
7106,98,-74.24185784,40.73192522,58633,7106
7106,98,-74.23159858,40.75086191,58633,7106
7106,98,-74.22799736,40.74406709,58633,7106
7106,98,-74.22940753,40.74382287,58633,7106
7106,98,-74.22781606,40.74552723,58633,7106
7106,98,-74.22077654,40.74178823,58633,7106
7106,98,-74.23093092,40.73842818,58633,7111
7106,98,-74.23010207,40.73770413,58633,7106
7106,98,-74.22174552,40.7394055,58633,7106
7106,98,-74.21968517,40.74447584,58633,7106
7106,98,-74.22041165,40.74268883,58633,7106
7106,98,-74.21947957,40.744054,58633,7106
7106,98,-74.21995427,40.74381376,58633,7106
7106,98,-74.21987081,40.74309112,58633,7106
7106,98,-74.22032506,40.74290176,58633,7106
7106,98,-74.21990763,40.74300096,58633,7106
7106,98,-74.21944628,40.74413614,58633,7106
7106,98,-74.21973841,40.7443448,58633,7106
7106,98,-74.22056434,40.74231212,58633,7106
7106,98,-74.22012382,40.74467419,58633,7106
7106,98,-74.22096883,40.74363995,58633,7106
7106,98,-74.22073373,40.74421855,58633,7106
7106,98,-74.22126626,40.74290808,58633,7106
7106,98,-74.22086713,40.74389028,58633,7106
7106,98,-74.22046866,40.74394177,58633,7106
7106,98,-74.22196849,40.74025342,58633,7106
7106,98,-74.22156414,40.74124287,58633,7106
7106,98,-74.22188601,40.74045525,58633,7106
7106,98,-74.22205009,40.74005028,58633,7106
7106,98,-74.22197537,40.74116017,58633,7106
7106,98,-74.22057356,40.74135799,58633,7106
7106,98,-74.22051133,40.74151098,58633,7106
7106,98,-74.22130694,40.7404856,58633,7106
7106,98,-74.22080298,40.74172276,58633,7106
7106,98,-74.20934823,40.74496978,58633,7103
7106,98,-74.20863756,40.74582126,58633,7103
7106,98,-74.20702779,40.72669981,58633,7108
7106,98,-74.21247165,40.74317155,58633,7106
7106,98,-74.21206999,40.74339331,58633,7106
7106,98,-74.2123752,40.74279255,58633,7106
7106,98,-74.21212092,40.74386253,58633,7106
7106,98,-74.21239374,40.743325,58633,7106
7106,98,-74.21231011,40.74292065,58633,7106
7106,98,-74.21261332,40.74392238,58633,7106
7106,98,-74.21276984,40.7436145,58633,7106
7106,98,-74.21799889,40.74040484,58633,7106
7106,98,-74.22132647,40.74182804,58633,7106
7106,98,-74.21877063,40.74440451,58633,7106
7106,98,-74.21932964,40.74302735,58633,7106
7106,98,-74.2185839,40.74392996,58633,7106
7106,98,-74.21919697,40.74242095,58633,7106
7106,98,-74.21916983,40.7424864,58633,7106
7106,98,-74.21908978,40.74361774,58633,7106
7106,98,-74.22074012,40.73955189,58633,7111
7106,98,-74.22011294,40.74109581,58633,7106
7106,98,-74.22050461,40.74012366,58633,7106
7106,98,-74.22063544,40.73980778,58633,7106
7106,98,-74.22033199,40.74054876,58633,7106
7106,98,-74.21989133,40.740703,58633,7106
7106,98,-74.21999668,40.74044048,58633,7106
7106,98,-74.21874401,40.74447,58633,7106
7106,98,-74.22207654,40.73998471,58633,7106
7106,98,-74.22270931,40.73935321,58633,7106
7106,98,-74.2215559,40.74452839,58633,7106
7106,98,-74.22378999,40.74425911,58633,7106
7106,98,-74.22461973,40.74325156,58633,7106
7106,98,-74.22491762,40.7428823,58633,7106
7106,98,-74.2274635,40.74123653,58633,7106
7106,98,-74.22601274,40.74250796,58633,7106
7106,98,-74.22631086,40.74266686,58633,7106
7106,98,-74.22592197,40.74262547,58633,7106
7106,98,-74.22771673,40.74054736,58633,7106
7106,98,-74.22458606,40.74480976,58633,7106
7106,98,-74.22577151,40.74412523,58633,7106
7106,98,-74.22591153,40.74395052,58633,7106
7106,98,-74.22676371,40.74289032,58633,7106
7106,98,-74.2265541,40.74367643,58633,7106
7106,98,-74.22605693,40.74429668,58633,7106
7106,98,-74.22685899,40.74277298,58633,7106
7106,98,-74.22549231,40.7444739,58633,7106
7106,98,-74.22545636,40.74451642,58633,7106
7106,98,-74.22794175,40.74143168,58633,7106
7106,98,-74.22746727,40.74267565,58633,7106
7106,98,-74.22677562,40.7457993,58633,7018
7106,98,-74.22800483,40.74258048,58633,7106
7106,98,-74.22817429,40.74213074,58633,7106
7106,98,-74.22879544,40.74296201,58633,7106
7106,98,-74.2279722,40.74413296,58633,7106
7106,98,-74.22767169,40.74587094,58633,7106
7106,98,-74.22802684,40.7439906,58633,7106
7106,98,-74.22345275,40.74340076,58633,7106
7106,98,-74.22411355,40.7431905,58633,7106
7106,98,-74.22258184,40.74405037,58633,7106
7106,98,-74.22166438,40.74439623,58633,7106
7106,98,-74.22301038,40.74000789,58633,7106
7106,98,-74.22397085,40.74023293,58633,7106
7106,98,-74.22489668,40.73891332,58633,7106
7106,98,-74.22495035,40.73863674,58633,7106
7106,98,-74.22457529,40.73942859,58633,7106
7106,98,-74.22390521,40.74160676,58633,7106
7106,98,-74.22430033,40.74111411,58633,7106
7106,98,-74.22411696,40.7413429,58633,7106
7106,98,-74.22478121,40.74052253,58633,7106
7106,98,-74.22328634,40.74317177,58633,7106
7106,98,-74.22517483,40.73949568,58633,7106
7106,98,-74.22450276,40.74086148,58633,7106
7106,98,-74.2234961,40.7388121,58633,7106
7106,98,-74.22317617,40.73959857,58633,7106
7106,98,-74.22336245,40.73914089,58633,7106
7106,98,-74.22344262,40.73894382,58633,7106
7106,98,-74.22578358,40.7379167,58633,7106
7106,98,-74.22562778,40.73805932,58633,7106
7106,98,-74.22863671,40.73845304,58633,7106
7106,98,-74.22748788,40.73793732,58633,7106
7106,98,-74.22735836,40.73813057,58633,7106
7106,98,-74.22696809,40.73853603,58633,7106
7106,98,-74.22678625,40.73882316,58633,7106
7106,98,-74.22619466,40.74017457,58633,7106
7106,98,-74.23017182,40.74340808,58633,7106
11204,1,-74.20652567,40.73952079,58961,7103
31024,0,-74.20735806,40.72727386,60330,7103
7307,0,-74.2017815,40.72101344,66278,7108
11367,0,-74.20036276,40.74368924,67846,7103
7205,0,-74.20750401,40.74624942,68893,7103
7205,0,-74.20135726,40.71520862,68893,7112
7203,1,-74.1972796,40.74258749,69366,7103
7062,0,-74.19517646,40.7468447,70074,7107
32713,1,-74.16808007,40.75979713,70776,7104
7643,0,-74.17675316,40.72872799,73771,7102
7643,0,-74.18874588,40.7464873,73771,7103
30054,0,-74.20693168,40.71625196,75106,7112
8879,0,-74.18744163,40.72190329,76378,7114
11422,0,-74.19822552,40.75207278,76689,7107
10310,0,-74.18746421,40.72186159,77596,7114
7204,1,-74.1643697,40.77641697,77751,7104
8723,0,-74.16557107,40.78372852,78541,7104
11423,0,-74.2068309,40.74059882,79561,7103
11428,1,-74.19708589,40.75110242,85684,7107
11428,1,-74.20915094,40.73776775,85684,7103
7508,0,-74.16138818,40.77029922,86820,7104
7508,0,-74.20523489,40.72334591,86820,7108
7083,0,-74.18740531,40.75855606,89152,7107
7083,0,-74.20909407,40.72673836,89152,7108
7083,0,-74.19689933,40.74953532,89152,7107
7083,0,-74.17543593,40.74509462,89152,7102
7083,0,-74.20985298,40.71833583,89152,7112
7663,0,-74.20858352,40.73822972,92553,7103
19103,0,-74.20785317,40.74554289,92863,7103
7024,0,-74.17178744,40.73981575,95417,7102
7024,0,-74.17233528,40.74057526,95417,7102
33146,1,-74.20843524,40.7412042,95773,7103
7302,0,-74.20896915,40.74629801,98752,7103
8873,0,-74.16971776,40.74933511,99431,7104
