,Establishment,Latitude,Longitude,Evaluation,property_zipcode
1482,The  Bottle  Shop,40.7239678,-74.151371,Satisfactory,07105
1483,Oasis Liquors ,40.73182264,-74.13931547,Satisfactory,07105
1484,Louis Liquor Store,40.73519236,-74.13961712,Satisfactory,07105
1489,Jimmy golden crest ,40.74815533,-74.17990352,Conditionally Satisfactory,07103
1490,Garden Sports and Snack Bar,40.72645504,-74.16663179,Conditionally Satisfactory,07105
1491,Cafe Marinhense ,40.72557570000001,-74.15734414,Satisfactory,07105
1492,5 De Mayo Mexican Restaurant ,40.75497628,-74.17271873,Unsatisfactory,07104
1495,Xcape  Cafe,40.72513881,-74.15326599,Conditionally Satisfactory,07105
1502,Palace Fried Chicken ,40.72753742,-74.17628251,Conditionally Satisfactory,07102
1503,Elite Bakery ,40.72767241,-74.16340276,Satisfactory,07105
1504,Vibe  Bar and Lounge ,40.72316032,-74.15066994,Conditionally Satisfactory,07105
1506,Dunkin Donuts,40.77566167,-74.15910181,Conditionally Satisfactory,07104
1507,Dunkin Donuts ,40.78321141,-74.16239713,Conditionally Satisfactory,07104
1510,Kibom ,40.72626235,-74.15362299,Satisfactory,07105
1511,The Hideout ,40.73035505,-74.13810356,Satisfactory,07105
1513,Yasmiyn's Childcare,40.73845504,-74.22401476,Satisfactory,07106
1514,Ironbound Restaurant and Cafe,40.73045995,-74.14783755,Satisfactory,07105
1515,Mc Donalds,40.73817806,-74.22535624,Conditionally Satisfactory,07106
1518,Food Mart International ,40.73863674,-74.22495035,Satisfactory,07106
1519,Altas Horas ,40.72869928,-74.15251562,Satisfactory,07105
1521,mcdonalds,40.74536917,-74.19037266,Satisfactory,07107
1526,Assaggini di Roma,40.72010692,-74.16227137,Satisfactory,07105
1527,RCCG Overcomers After Care Program,40.74217593,-74.23044408,Conditionally Satisfactory,07106
1528,Dunkin Donuts ,40.72249705,-74.16447881,Satisfactory,07105
1533,Cried out Liquors ,40.72782572,-74.17338362,Satisfactory,07102
1534,Polo grocery,40.76079997,-74.18663001,Conditionally Satisfactory,07107
1535,St Benedict prep.,40.7354622,-74.17936989,Satisfactory,07102
1536,arts high school,40.73388254,-74.18017601,Satisfactory,07102
1537,Mon Berger,40.73528442,-74.17551986,Satisfactory,07102
1538,Dan Carlos Kitchen ,40.7390787,-74.22802322,Satisfactory,07106
1541,Dickie Dee's,40.76842407,-74.18224977,Conditionally Satisfactory,07107
1543,dollar express,40.74205674,-74.18729592,Satisfactory,07103
1545,Genesis Deli & Grocery ,40.76830906,-74.18150542,Conditionally Satisfactory,07107
1546,Aramark at Rutgers ,40.74129324,-74.17551277,Satisfactory,07103
1548,Ferry St BBQ ,40.73089552,-74.16155803,Satisfactory,07105
1550,Dunkin Donuts ,40.72951167,-74.15940624,Satisfactory,07105
1551,Shorty's Poultry Market ,40.73070858,-74.15922927,Satisfactory,07105
1552,Teixeira Bakery ,40.72880015,-74.15672628,Conditionally Satisfactory,07105
1554,Mikes coffee shop & pizzeria,40.73350999,-74.17395001,Conditionally Satisfactory,07102
1555,El Rincon del Valle Restaurant ,40.72839412,-74.16601272,Satisfactory,07105
1557,Ecuamex Restaurant ,40.72441471,-74.15760931,Satisfactory,07105
1560,Sussex Avenue School ,40.75061926,-74.18904099,Conditionally Satisfactory,07107
1561,At Mini Market ,40.74977598,-74.23135168,Satisfactory,07106
1564,Crab Palace ,40.71759164,-74.17752627,Conditionally Satisfactory,07114
1565,Jade Chinese Restaurant ,40.7319527,-74.14015361,Conditionally Satisfactory,07105
1571,American History High School,40.73082695,-74.18630390000001,Conditionally Satisfactory,07103
1574,Rainbow Land Learning Center ,40.73012073,-74.15147763,Satisfactory,07105
1576,Elm St Barbecue ,40.72894612,-74.16631356,Satisfactory,07105
1577,Brazilian Buffet,40.7239966,-74.15214743,Satisfactory,07105
1578,A B Mini Market ,40.74584148,-74.23609857,Conditionally Satisfactory,07106
1582,Cash Money Mini Market ,40.74851551,-74.18447018,Satisfactory,07103
1583,Cash Money Mini Market ,40.74851551,-74.18447018,Satisfactory,07103
1584,Speedway Academies ,40.7454996,-74.21599772,Satisfactory,07106
1585,Iberia Peninsula ,40.73177502,-74.16266231,Satisfactory,07105
1587,Iberia Tavern Restaurant ,40.73147423,-74.16154134,Satisfactory,07105
1588,Teixeira Bakery ,40.72468086,-74.14528716,Satisfactory,07105
1590,Spain Restaurant ,40.73333178,-74.16163297,Satisfactory,07105
1591,Ivy Hill Elementary ,40.73787503,-74.23788872,Satisfactory,07106
1592,MT Vernon School ,40.73651702,-74.24515512,Satisfactory,07106
1593,PlayBall  Restaurant,40.73239941,-74.16270801,Satisfactory,07105
1594,New Crab Palace ,40.71759164,-74.17752627,Satisfactory,07114
1595,Sagres  Bar & Restaurant ,40.73184412,-74.16154753,Satisfactory,07105
1596,Subway ,40.73233702,-74.16213964,Satisfactory,07105
1597,Royal Fried Chicken ,40.73887921,-74.19354026,Conditionally Satisfactory,07103
1598,Adela Bar and Grill ,40.73012987,-74.15960351,Satisfactory,07105
1599,Ambassador Fish & Chicken ,40.73999659,-74.20062594,Conditionally Satisfactory,07103
1601,Mc Donalds ,40.73863674,-74.22495035,Satisfactory,07106
1604,Rainbow Land Learning Center II ,40.72191027,-74.15076081,Conditionally Satisfactory,07105
1605,First Ave School ,40.76703369,-74.18317763,Satisfactory,07107
1606,Wilson Cafe ,40.72352374,-74.15092538,Conditionally Satisfactory,07105
1607,Elliot Street School ,40.76866788,-74.1867129,Conditionally Satisfactory,07107
1608,Tio Pepe Restaurant ,40.71748625,-74.15166767,Satisfactory,07105
1609,Pao da Terra,40.72974633,-74.15994301,Satisfactory,07105
1613,Portucale Restaurant ,40.72866204,-74.16544305,Conditionally Satisfactory,07105
1615,Transfer School B Fast Track / Success Academy High,40.73752414,-74.18925946,Satisfactory,07103
1617,Mompou Tapas Bar ,40.7313112,-74.16209939,Conditionally Satisfactory,07105
1618,Hell's Kitchen ,40.73057215,-74.16656819,Conditionally Satisfactory,07105
1620,Cleveland School ,40.73125277,-74.19567652,Conditionally Satisfactory,07108
1621,Portugal Usa Soccer Club,40.72770833,-74.15893502,Satisfactory,07105
1629,Pizza Hut ,40.74453788,-74.18070549,Conditionally Satisfactory,07103
1630,Pizza Hut,40.77231498,-74.18419399999999,Conditionally Satisfactory,07107
1632,Fernandes Steakhouse ,40.73272438,-74.14004813,Satisfactory,07105
1633,Fernandes Bar,40.73299001,-74.13935469,Satisfactory,07105
1636,Teixeiras Bakery ,40.72338314,-74.15798726,Satisfactory,07105
1637,Pulaski BBQ ,40.72512122,-74.15725213,Conditionally Satisfactory,07105
1638,Lou's Corner Liquormart,40.72905573,-74.15637752,Satisfactory,07105
1639,Salsa Mambo Mexican Restaurant ,40.72740833,-74.15968056,Satisfactory,07105
1640,Abington Avenue School ,40.77043012,-74.18144513,Satisfactory,07107
1641,Marrecife Marrisqueira ,40.72660806,-74.16069455,Conditionally Satisfactory,07105
1642,Lopes Sausage ,40.72624409,-74.16122439,Satisfactory,07105
1645,CDI Head Start United Vailsburg ,40.74596657,-74.23161527,Satisfactory,07106
1646,Sanford Pharmacy ,40.74646671,-74.23170924,Satisfactory,07106
1647,Dr.William Horton School ,40.76000017,-74.18685364,Conditionally Satisfactory,07107
1650,Sport Maritimo Murtuoense,40.73018595,-74.15584295,Satisfactory,07105
1651,Cafe La Moda,40.72974633,-74.15994301,Satisfactory,07105
1654,Brighter Tomorrows Children's Academy ,40.73114998,-74.15311752,Satisfactory,07105
1656,A B Mini Market ,40.74584148,-74.23609857,Satisfactory,07106
1657,Mega Pan Casero Pizza Restaurant & Cafe,40.73090477,-74.15232133,Satisfactory,07105
1658,Quick Mart ,40.73090477,-74.15232133,Satisfactory,07105
1659,Quick Mart ,40.73090477,-74.15232133,Satisfactory,07105
1660,South orange Fine Wine and Spirit ,40.74584391,-74.23680686,Satisfactory,07106
1661,Dunkin Donuts ,40.73090477,-74.15232133,Satisfactory,07105
1662,Cafe Bocage,40.72084056,-74.15790390000001,Satisfactory,07105
1664,Trinity Baptist Church - CDI Head Start ,40.74021378,-74.20233395,Conditionally Satisfactory,07103
1665,Acores Social & Sports Club ,40.72335067,-74.15150524,Satisfactory,07105
1667,Madina Halal Fried Chicken y,40.735533200000006,-74.17252114,Conditionally Satisfactory,07102
1670,Brasilian Bakery,40.73264738,-74.16302003,Conditionally Satisfactory,07105
1673,Mayfair Liquors ,40.74614791,-74.2303899,Conditionally Satisfactory,07106
1676,NY Fried Chicken ,40.75556921,-74.19745341,Conditionally Satisfactory,07107
1678,The Green 'sRoom,40.71082817,-74.21360282,Satisfactory,07112
1679,Palacio Europa ,40.72439029,-74.15752541,Satisfactory,07105
1684,Spanish Manor Restaurant ,40.77831535,-74.17584675,Conditionally Satisfactory,07107
1685,suprime market city,40.73707548,-74.17044643,Satisfactory,07102
1686,Home Liquors ,40.74533351,-74.21942816,Satisfactory,07106
1687,Fornos of Spain,40.7323054,-74.16329399,Satisfactory,07105
1688,Wohl's Ivy Plaza Liquors ,40.73619845,-74.25002193,Satisfactory,07106
1689,Okra Casita Bakery ,40.73203289,-74.13874392,Conditionally Satisfactory,07105
1691,Tavares Liquors ,40.75170431,-74.17799719,Satisfactory,07104
1692,Tavares Liquors ,40.75170431,-74.17799719,Satisfactory,07104
1693,Tavares Liquors ,40.75170431,-74.17799719,Satisfactory,07104
1694,Tavares Liquors ,40.75170431,-74.17799719,Satisfactory,07104
1698,Vailsburg Liquors ,40.74621922,-74.22910983,Conditionally Satisfactory,07106
1699,Mi Pequeno Mexico ,40.73119722,-74.16195735,Satisfactory,07105
1700,J R Grocery store ,40.74067185,-74.22844843,Conditionally Satisfactory,07106
1701,Our Lady of Fatima Nursery ,40.73047328,-74.16122196,Satisfactory,07105
1704,Fourteenth Avenue School ,40.73837992,-74.19993424,Conditionally Satisfactory,07103
1705,Tasca do Pedras ,40.72784498,-74.15593352,Satisfactory,07105
1706,Pueblo Liquors ,40.78321141,-74.16239713,Satisfactory,07104
1708,Harriet Tubman School ,40.73476117,-74.20230254,Conditionally Satisfactory,07103
1711,Komishane Pharmacy ,40.73950736,-74.23120743,Satisfactory,07106
1714,Early Childhood Center @ Samuel Berliner ,40.73040215,-74.18467399,Conditionally Satisfactory,07108
1717,Lancers Bar Restaurant ,40.73071467,-74.14209375,Satisfactory,07105
1720,krausers,40.78026425,-74.17546152,Satisfactory,07107
1722,Maria's Sweet Deli ,40.72008159,-74.15549509999998,Conditionally Satisfactory,07105
1723,Valdez Liquors ,40.77508088,-74.16374975,Satisfactory,07104
1724,Ecuacafe Restaurant ,40.73233238,-74.15677749,Satisfactory,07105
1725,Maite ,40.73046048,-74.15635471,Satisfactory,07105
1727,Redwood Caf ,40.75368535,-74.19238401,Conditionally Satisfactory,07107
1728,North Star Academy ,40.747693100000006,-74.19556836,Conditionally Satisfactory,07107
1730,Sousa's Poultry ,40.72794294,-74.16959829,Satisfactory,07105
1731,Casa  Seabra ,40.72371726,-74.16538315,Satisfactory,07105
1732,JR Grocery store ,40.74067185,-74.22844843,Satisfactory,07106
1733,LBV Cellars,40.72319424,-74.16405426,Satisfactory,07105
1734,Vailsburg Wine and liquor ,40.74621922,-74.22910983,Satisfactory,07106
1736,CDI Head Start - Audrey West,40.756640399999995,-74.19113655,Conditionally Satisfactory,07107
1737,Urban League of Essex County Child Development Center ,40.74805831,-74.19435984,Conditionally Satisfactory,07107
1738,Karpollo ,40.72698811,-74.16373226,Conditionally Satisfactory,07105
1739,Pao Com Mantega ,40.729099600000005,-74.16228757,Satisfactory,07105
1740,Reyes grocery store ,40.73990148,-74.22248705,Satisfactory,07106
1741,Market Barbecue ,40.73186415,-74.15615518,Conditionally Satisfactory,07105
1743,Roseville Liquors & Wine,40.76213781,-74.18744136,Satisfactory,07107
1744,Ming Choo ,40.72733107,-74.15096533,Satisfactory,07105
1746,Brisas Del Mar Restaurant ,40.76699575,-74.18132456,Conditionally Satisfactory,07107
1747,Andys Multi Service Limited ,40.73142702,-74.15741718,Conditionally Satisfactory,07105
1749,Mayfair Wines and Liquors ,40.74614791,-74.2303899,Satisfactory,07106
1750,Home Liquors ,40.73229681,-74.15823453,Satisfactory,07105
1751,Mi Casa Grocery and Deli,40.73087252,-74.14963724,Satisfactory,07105
1752,kiddie Korner learning center ,40.78371659,-74.16791552,Satisfactory,07104
1753,exito fresh market and Liquors ,40.78231266,-74.17209348,Satisfactory,07104
1754,Caldas Restaurant ,40.72033201,-74.14550768,Satisfactory,07105
1756,c & s American Deli Grocery ,40.74425973,-74.21083251,Satisfactory,07103
1757,Tucker's Gourmet Bistro ,40.71963379,-74.15140296,Satisfactory,07105
1759,Home Liquors ,40.78111565,-74.17500549,Conditionally Satisfactory,07107
1760,Sidelines Sport Bar Restaurant ,40.72124639,-74.15676793,Satisfactory,07105
1761,CDI Head Start  Broadway ,40.77477929999999,-74.15992263,Conditionally Satisfactory,07104
1762,Cortico Cervejaria Paulino,40.72208298,-74.15864483,Satisfactory,07105
1764,Nohelis Supermarket ,40.73609518,-74.19446729,Conditionally Satisfactory,07103
1766,Caballero's Cafe ,40.72594596,-74.15863202,Satisfactory,07105
1770,April's Lounge ,40.73212113,-74.14247588,Satisfactory,07105
1771,Baru Lounge ,40.7318946,-74.14331849,Satisfactory,07105
1773,Don Costa  Lounge,40.73251861,-74.14269623,Satisfactory,07105
1775,FA Bella Bakery Deli Restaurant ,40.72652061,-74.16610322,Satisfactory,07105
1776,99 Cent Ferry Inc ,40.72249705,-74.16447881,Satisfactory,07105
1778,Raymond's Mini Market ,40.74539112,-74.23412613,Conditionally Satisfactory,07106
1779,Napoli Pizza ,40.72249705,-74.16447881,Conditionally Satisfactory,07105
1781,Pizza Town ,40.78269484,-74.16167112,Satisfactory,07104
1783,Silveira and Silveira,40.73216663,-74.14084819,Satisfactory,07105
1784,Royal Liquors ,40.73406258,-74.21303207,Conditionally Satisfactory,07103
1787,Elijah's Garden ,40.73845504,-74.22401476,Conditionally Satisfactory,07106
1788,Quiniela Hairo ,40.76335572,-74.18428772,Satisfactory,07107
1789,Brother's Grocery And Deli ,40.73893668,-74.22699651,Conditionally Satisfactory,07106
1790,Pic Nic Cafe Restaurant ,40.72800029,-74.15435706,Satisfactory,07105
1791,Nico's Pizzeria & Restaurant Inc.,40.74601805,-74.2314556,Satisfactory,07106
1793,Ironbound Community Corp ,40.725494899999994,-74.15369874,Satisfactory,07105
1796,La Esperanza Supermarket ,40.75749191,-74.17984752,Conditionally Satisfactory,07104
1797,La Esperanza Supermarket ,40.75749191,-74.17984752,Conditionally Satisfactory,07104
1798,Weisbrods Pharmacy ,40.74623981,-74.22893801,Satisfactory,07106
1800,yah Mon Island Grill ,40.74666654,-74.22953969,Conditionally Satisfactory,07106
1801,CDIHead start  Saint Stephan,40.72778906,-74.1552268,Satisfactory,07105
1802,Nuestra Casa,40.72822537,-74.15669328,Conditionally Satisfactory,07105
1803,crown fried chicken,40.73604064,-74.17525416,Satisfactory,07102
1804,Hallmark Mini Market ,40.73156971,-74.17589496,Conditionally Satisfactory,07102
1805,Daritza Supermarket ,40.70793784,-74.20861793,Conditionally Satisfactory,07112
1806,Azcona liquor ,40.74484233,-74.22189589,Satisfactory,07018
1807,Azcona liquor ,40.74484233,-74.22189589,Satisfactory,07018
1808,Subway,40.74453788,-74.18070549,Conditionally Satisfactory,07103
1809,Kim Hui Chinese Restaurant ,40.74617243,-74.22938823,Conditionally Satisfactory,07106
1810,Town Plaza Supermarket ,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1814,elijah's Garden ,40.73845504,-74.22401476,Satisfactory,07106
1816,Latino Multiservices,40.76705662,-74.18136605,Conditionally Satisfactory,07107
1817,Papa John's ,40.77141883,-74.18306713,Conditionally Satisfactory,07107
1821,Royal Liquors ,40.73406258,-74.21303207,Conditionally Satisfactory,07103
1822,GuIra Candy Store ,40.73805766,-74.22415915,Satisfactory,07106
1823,United Neighbors Developmental Child Care Center ,40.75372826,-74.19092629999999,Conditionally Satisfactory,07107
1824,Dunkin Donuts ,40.71510124,-74.19165801,Conditionally Satisfactory,07108
1825,Dunkin Donuts ,40.71510124,-74.19165801,Conditionally Satisfactory,07108
1826,Royal Fried Chicken ,40.73570381,-74.17165676,Conditionally Satisfactory,07102
1827,Salvation Army ,40.72400441,-74.17389303,Satisfactory,07105
1828,Brother's Grocery And Deli ,40.73893668,-74.22699651,Satisfactory,07106
1829,El Pool Bar and Restaurant ,40.72843971,-74.16618406,Satisfactory,07105
1830,Milly Deli & Grocery ,40.73299538,-74.19780364,Unsatisfactory,07103
1834,Canela Bakery Cafe ,40.72222064,-74.15040303,Satisfactory,07105
1835,Gourmet Lunch ,40.73232721,-74.17302958,Conditionally Satisfactory,07102
1838,Seabra Foods ,40.72613296,-74.16623931,Satisfactory,07105
1839,Express Liquors ,40.77792496,-74.17730381,Conditionally Satisfactory,07107
1840,Planeta Musical ,40.72951167,-74.15940624,Satisfactory,07105
1841,Hambugao ,40.72772763,-74.15997687,Conditionally Satisfactory,07105
1842,Dr. Chicken Shack ,40.73112161,-74.17422945,Conditionally Satisfactory,07102
1843,Corner Diner ,40.73052937,-74.14258849,Satisfactory,07105
1844,Royal Liquors ,40.73406258,-74.21303207,Satisfactory,07103
1845,Sport Club Portugues,40.73153448,-74.16289511,Conditionally Satisfactory,07105
1846,Kim Hui Chinese Restaurant ,40.74617243,-74.22938823,Satisfactory,07106
1849,Orbit  Lounge ,40.73159287,-74.15524887,Satisfactory,07105
1850,Princesa Bakery ,40.72420471,-74.15757067,Conditionally Satisfactory,07105
1854,Community Church of Faith ,40.73381711,-74.18895098,Conditionally Satisfactory,07103
1855,Vic's Cafe,40.73150411,-74.14144945,Conditionally Satisfactory,07105
1856,Vic's Cafe ,40.73150411,-74.14144945,Conditionally Satisfactory,07105
1858,Dunkin Donuts ,40.71887052,-74.16149798,Satisfactory,07105
1859,New York Ave Market and Deli,40.72799115,-74.16997493,Satisfactory,07105
1861,Casa Do Minho Social Club ,40.72626818,-74.14399023,Satisfactory,07105
1863,New Charlize Supermarket ,40.734989,-74.13959065,Conditionally Satisfactory,07105
1864,wines and Spirit Discount Warehouse ,40.77617576,-74.16589869,Satisfactory,07104
1865,Firehouse Liquors ,40.75950286,-74.18716118,Conditionally Satisfactory,07107
1866,yah Mon Island Grill ,40.74666654,-74.22953969,Conditionally Satisfactory,07106
1868,Casa D'Paco ,40.72528887,-74.16310583,Conditionally Satisfactory,07105
1869,nubian flavor restaurant,40.73295829,-74.19833407,Satisfactory,07103
1871,Mi Ranchito Hispano Restaurant ,40.72369277,-74.15110139,Satisfactory,07105
1873,Pao De Queijo Boca do Forno,40.72892082,-74.14886227,Satisfactory,07105
1880,yah Mon Island Grill ,40.74666654,-74.22953969,Satisfactory,07106
1881,Large Dos Leoes ,40.72031631,-74.15510917,Conditionally Satisfactory,07105
1882,People  Restaurant ,40.78321141,-74.16239713,Conditionally Satisfactory,07104
1883,Don Manuel Restaurant ,40.72552946,-74.14482632,Conditionally Satisfactory,07105
1884,Azcona Family Grocery ,40.75754564,-74.19144504,Unsatisfactory,07107
1886,Boi Na Brasa ,40.72960308,-74.15447285,Satisfactory,07105
1888,Allegro Restaurant ,40.72383827,-74.14804369,Satisfactory,07105
1892,Homer liquors,40.72510188,-74.17871463,Satisfactory,07102
1896,Dunkin Donuts ,40.74484066,-74.22117800000001,Conditionally Satisfactory,07106
1900,EL Sabor Constanero ,40.76716183,-74.18528579,Unsatisfactory,07107
1904,Pueblo Supermarket ,40.78321141,-74.16239713,Satisfactory,07104
1906,Korner Gift Store ,40.74537244,-74.23601025,Satisfactory,07106
1907,united liquors,40.73254123,-74.17677904,Conditionally Satisfactory,07102
1909,19th Ave. Supermarket ,40.73214218,-74.21240972,Conditionally Satisfactory,07103
1911,Softouch Newstand,40.73374824,-74.16106222,Satisfactory,07105
1916,Coimbra Bar and Restaurant ,40.730954,-74.1499852,Satisfactory,07105
1917,Great Wall Kitchen,40.77358197,-74.18496323,Conditionally Satisfactory,07107
1919,North Star ,40.7439026,-74.22509373,Conditionally Satisfactory,07106
1921,Munchies By Antonio ,40.74746285,-74.18173523,Satisfactory,07103
1922,Casa Humitas Restaurant ,40.73117313,-74.14543264,Satisfactory,07105
1923,D & S Supermarket & Deli,40.73916307,-74.20842835,Conditionally Satisfactory,07103
1925,Maloco Liquors ,40.72142364,-74.16091808,Satisfactory,07105
1927,All Brothers Liquors #1 ,40.72965892,-74.17930606,Satisfactory,07102
1931,Rose's BBQ,40.72084,-74.16160151,Conditionally Satisfactory,07105
1932,Stop One ,40.74532638,-74.22014247,Conditionally Satisfactory,07106
1935,E & G Multiservices ,40.76687434,-74.18124166,Conditionally Satisfactory,07107
1936,E & G Mini Market Multiservices ,40.76875771,-74.18244401,Conditionally Satisfactory,07107
1938,Manu's Kitchen Bar and Sushi Lounge ,40.73117395,-74.16116564,Satisfactory,07105
1940,Gafanha Grocery ,40.72719635,-74.16810308,Satisfactory,07105
1941,Super Supermarket ,40.77737421,-74.17772058,Conditionally Satisfactory,07107
1945,Titanic Restaurant ,40.73216704,-74.15787676,Conditionally Satisfactory,07105
1948,Harmony Banquet Hall ,40.75556921,-74.19745341,Satisfactory,07107
1949,Cafe Opcao,40.72594244,-74.15391871,Satisfactory,07105
1951,Day After GoGo Bar,40.72215527,-74.15389334,Satisfactory,07105
1956,Kingdom Liquors ,40.77278053,-74.18538573,Conditionally Satisfactory,07107
1958,Mount Carmel Guild Cares,40.77066415,-74.18215736,Conditionally Satisfactory,07107
1960,Qdoba Mexican restaurant,40.73955327,-74.17087962,Conditionally Satisfactory,07102
1963,Banquets Restaurant ,40.72305037,-74.15815547,Satisfactory,07105
1964,Manantial Lupita Restaurant ,40.72462956,-74.16697475,Conditionally Satisfactory,07105
1967,NCC Harmony House Early Learning Center,40.73901355,-74.19590406,Conditionally Satisfactory,07103
1970,Los compares liquors & grocery,40.72395033,-74.17629958,Satisfactory,07102
1971,Answers Moving Forward,40.72978943,-74.21466737,Conditionally Satisfactory,07103
1974,Blitz Sports Bar,40.72258157,-74.15003804,Satisfactory,07105
1975,Sportsmen's Hunting Club,40.730967799999995,-74.15847448,Satisfactory,07105
1976,family liquor ,40.72358329,-74.17877145,Satisfactory,07114
1977,Casa Nova Steakhouse ,40.72984875,-74.15779154,Satisfactory,07105
1978,Supermarket Bonzao ,40.72984875,-74.15779154,Conditionally Satisfactory,07105
1982,"Alvaro""s Pastry Shop",40.72925683,-74.15794404,Satisfactory,07105
1984,Spanish Tavern ,40.72963337,-74.16704508,Satisfactory,07105
1985,North Star ,40.7439026,-74.22509373,Satisfactory,07106
1987,Estrella da  Ponderosa ,40.72578678,-74.15042561,Satisfactory,07105
1988,New Borinquen Restaurant ,40.75867195,-74.18632544,Satisfactory,07107
1989,one Stop ,40.74532638,-74.22014247,Satisfactory,07106
1991,O Preguinho ,40.72008159,-74.15549509999998,Satisfactory,07105
1992,Ann St School ,40.72311343,-74.15633072,Satisfactory,07105
1993,Tony Da Caneca ,40.72102633,-74.15603708,Satisfactory,07105
1994,La Esperanza Supermarket ,40.75940195,-74.18682568,Satisfactory,07107
1995,Lucky Fox Liquors ,40.72940578,-74.19101889,Conditionally Satisfactory,07103
1998,Extra Liquors & Wine ,40.74858206,-74.18071248,Satisfactory,07103
1999,George & I Tavern ,40.73210819,-74.13409795,Satisfactory,07105
2000,Andros Diner ,40.72777606,-74.15583278,Satisfactory,07105
2001,Taste of Portugal ,40.72046256,-74.16139845,Conditionally Satisfactory,07105
2002,Hannas Deli &  Grill ,40.73821534,-74.16850946,Conditionally Satisfactory,07102
2006,Ecualatino Restaurant ,40.72799115,-74.16997493,Satisfactory,07105
2011,Qdoba Mexican restaurant,40.74052339,-74.17042526,Satisfactory,07102
2012,Rio Lounge ,40.73075246,-74.15110757,Satisfactory,07105
2013,Early Childhood Center of The Ironbound ,40.73026843,-74.14613522,Satisfactory,07105
2015,Wilson Ave School ,40.72755856,-74.15492717,Satisfactory,07105
2017,new horizon behavior,40.73729836,-74.16515600000001,Satisfactory,07102
2018,zam zam restaurant,40.73472367,-74.17408209999999,Satisfactory,07102
2020,Sol Mar Restaurant ,40.72833567,-74.15248517,Conditionally Satisfactory,07105
2021,Newark leadership Academy transfer school ,40.73320575,-74.19122419,Satisfactory,07103
2022,Cervejaria Vianense,40.72905573,-74.15637752,Conditionally Satisfactory,07105
2024,Espalha Brasas BBQ and Restaurant ,40.72435335,-74.16769311,Conditionally Satisfactory,07105
2026,Cultural Associacao Roca O Norte ,40.7274339,-74.16525575,Satisfactory,07105
2027,Con Sabor Ecuatoriano ,40.7273016,-74.16323359999998,Conditionally Satisfactory,07105
2028,Howard F Schwartz Post 408  American Legion ,40.73117154,-74.13929469,Satisfactory,07105
2030,Lafayette St School ,40.72982977,-74.16322227,Satisfactory,07105
2031,Olshin's Pharmacy ,40.72903752,-74.16303475,Satisfactory,07105
2033,East Side High School ,40.72396488,-74.15890701,Satisfactory,07105
2036,"Shiloh Rainbow Academy, Inc.",40.77404255,-74.18425199,Conditionally Satisfactory,07107
2038,"Shiloh Rainbow Academy, Inc. ",40.77442546,-74.18376062,Conditionally Satisfactory,07107
2041,Casa Vasca,40.72847967,-74.16493387,Satisfactory,07105
2044,Restoration Center Inc.,40.74427152,-74.20046067,Unsatisfactory,07103
2045,K and C Nabaya African Market,40.73299538,-74.19780364,Conditionally Satisfactory,07103
2046,Annabella's Kitchen ,40.73972217,-74.17277298,Conditionally Satisfactory,07102
2048,Seabra's Marisqueira ,40.72991525,-74.16067961,Conditionally Satisfactory,07105
2050,Essex County Vocational Tech High School ,40.76635972,-74.19075172,Conditionally Satisfactory,07017
2054,Bus stop BBQ Supermarket ,40.75434135,-74.19263301,Conditionally Satisfactory,07107
2057,Burgers and More ,40.75201718,-74.17032224,Conditionally Satisfactory,07104
2060,Ortega Hall ,40.75814108,-74.19319615,Conditionally Satisfactory,07107
2063,Family Garden Chinese Restaurant ,40.76813489,-74.18135739,Conditionally Satisfactory,07107
2064,Spice N Grill ,40.73758926,-74.17251594,Conditionally Satisfactory,07102
2065,circle of life shelter ,40.71885337,-74.20887644,Satisfactory,07108
2067,Greater Abyssinian Baptist Church ,40.70728299,-74.20963216,Satisfactory,07112
2068,Gospel Christian Academy ,40.73008787,-74.21316879999999,Conditionally Satisfactory,07103
2069,Bus stop BBQ Supermarket ,40.74353158,-74.20831716,Satisfactory,07103
2075,Casa Nova Grill /Churrascaria ,40.72867113,-74.15284148,Satisfactory,07105
2077,Soul Refreshing Restaurant ,40.74792889,-74.18242604,Unsatisfactory,07103
2079,Fleming Ave Bar and BBQ ,40.73203122,-74.14275888,Satisfactory,07105
2081,Exxon On the Run,40.72272492,-74.18810891,Satisfactory,07108
2082,Saint Ann's Soup kitchen ,40.73525643,-74.19914193,Satisfactory,07103
